College Name,Location,College Type,Facilities,Rating
"Government Polytechnic, Naraini","Naraini, Uttar Pradesh",Public/Govt,"Library, Laboratories, I.T Infrastructure, Sports, Medical/Hospital, Classrooms, Extra Curricular Activities, Auditorium, Cafeteria, Guest Room/Waiting Room",N/A
"Government Polytechnic, Narayankhed","Sangareddy, Telangana",Public/Govt,"Medical/Hospital, Sports, Laboratories, Gym, Library, I.T Infrastructure, Auditorium, Cafeteria, Auditorium, Cafeteria",N/A
"Government Polytechnic, Narayanpur","Narayanpur, Chhattisgarh",Public/Govt,"I.T Infrastructure, Library, Laboratories, Extra Curricular Activities, Training and Placement Cell, Sports",N/A
"Government Polytechnic, Narendra Nagar","Tehri Garhwal, Uttarakhand",Public/Govt,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, Sports, I.T Infrastructure, Cafeteria, Alumni Associations, Laboratories, Guest Room/Waiting Room, Training and Placement Cell, Classrooms, Wifi, Extra Curricular Activities, Workshops",3.5/5
"Government Polytechnic, Narpala","Anantapur, Andhra Pradesh",Public/Govt,"Wifi, Library, Laboratories, Auditorium, Cafeteria, Medical/Hospital, I.T Infrastructure, Gym, Sports, Workshops, Alumni Associations, Classrooms",N/A
"Government Polytechnic, Narsapur","Medak, Telangana",Public/Govt,"Library, Medical/Hospital, Sports, Laboratories, I.T Infrastructure, Workshops, Classrooms",N/A
"Government Polytechnic, Narsipatnam","Narsipatnam, Andhra Pradesh",Public/Govt,N/A,N/A
"Government Polytechnic, Nashik","Nashik, Maharashtra",Public/Govt,"Boys Hostel, Girls Hostel, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Alumni Associations, Laboratories, Wifi, Guest Room/Waiting Room, Medical/Hospital",4.0/5
"Government Polytechnic, Navipet","Nizamabad, Telangana",Public/Govt,"Laboratories, Library, Sports, Boys Hostel",N/A
"Government Polytechnic, Navsari","Navsari, Gujarat",Public/Govt,"I.T Infrastructure, Library, Cafeteria, Parking Facility, Sports, Laboratories, Medical/Hospital, Boys Hostel, Workshops, Extra Curricular Activities, Training and Placement Cell, Classrooms",N/A
"Government Polytechnic, Nawada","Nawada, Bihar",Public/Govt,"I.T Infrastructure, Wifi, Boys Hostel, Girls Hostel, Laboratories, Medical/Hospital, Sports, Library, Cafeteria, Guest Room/Waiting Room, Banks/ATMs, Gym, Classrooms, Training and Placement Cell, Club",3.0/5
"Government Polytechnic, Nayagarh","Ghasadeipur, Odisha",Public/Govt,"Boys Hostel, Girls Hostel, Library, Cafeteria, Laboratories, Sports, Auditorium, Medical/Hospital, Guest Room/Waiting Room, Gym, Training and Placement Cell",N/A
"Government Polytechnic, Nellore","Nellore, Andhra Pradesh",Public/Govt,"Library, Laboratories, Boys Hostel, Girls Hostel, I.T Infrastructure, Sports, Auditorium, Cafeteria, Medical/Hospital, Guest Room/Waiting Room, Alumni Associations, Classrooms",N/A
"Government Polytechnic, New Tehri","New Tehri, Uttarakhand",Public/Govt,"Library, Laboratories, Cafeteria, Medical/Hospital, I.T Infrastructure, Sports, Gym, Guest Room/Waiting Room, Classrooms, Training and Placement Cell",N/A
"Government Polytechnic Nirmal, Adilabad","Adilabad, Telangana",Public/Govt,"Library, Laboratories, I.T Infrastructure",N/A
"Government Polytechnic, Nirsa","Dhanbad, Jharkhand",Public/Govt,"Boys Hostel, Girls Hostel, Library, I.T Infrastructure, Laboratories, Sports, Cafeteria, Guest Room/Waiting Room, Medical/Hospital",4.0/5
"Government Polytechnic, Nizamabad","Nizamabad, Telangana",Public/Govt,"Boys Hostel, Girls Hostel, Sports, Laboratories, Library, Gym, Medical/Hospital, I.T Infrastructure, Cafeteria, Convenience Store",N/A
"Government Polytechnic, Nuapada","Nuapada, Odisha",Public/Govt,"Boys Hostel, Girls Hostel, Cafeteria, Library, I.T Infrastructure, Alumni Associations, Laboratories, Gym, Auditorium, Sports, Guest Room/Waiting Room, Medical/Hospital, Training and Placement Cell",N/A
"Government Polytechnic, Obulavaripalli","Kadapa, Andhra Pradesh",Public/Govt,"I.T Infrastructure, Laboratories, Library, Cafeteria, Medical/Hospital, Gym, Sports, Classrooms",N/A
"Government Polytechnic, Orai","Chamari, Uttar Pradesh",Public/Govt,"Boys Hostel, Library, Laboratories, I.T Infrastructure, Sports, Cafeteria, Guest Room/Waiting Room, Girls Hostel, Medical/Hospital, Classrooms",N/A
"Government Polytechnic, Osmanabad","Osmanabad, Maharashtra",Public/Govt,"Boys Hostel, Girls Hostel, Gym, Library, I.T Infrastructure, Laboratories, Auditorium, Cafeteria, Medical/Hospital, Guest Room/Waiting Room, Sports, Alumni Associations",N/A
"Government Polytechnic, Pabau","Pauri Garhwal, Uttarakhand",Public/Govt,"Library, Laboratories, I.T Infrastructure, Sports, Classrooms, Auditorium, Cafeteria, Training and Placement Cell",N/A
"Government Polytechnic, Palamu","Palamu, Jharkhand",Public/Govt,"Library, Sports, I.T Infrastructure, Laboratories, Classrooms",N/A
"Government Polytechnic, Palanpur","Banaskantha, Gujarat",Public/Govt,"Boys Hostel, Girls Hostel, Library, I.T Infrastructure, Cafeteria, Auditorium, Laboratories, Parking Facility, Medical/Hospital, Alumni Associations, Sports, Training and Placement Cell, Workshops, Extra Curricular Activities, Smart Classrooms, Classrooms",N/A
"Government Polytechnic, Panaji","Panjim, Goa",Public/Govt,"Boys Hostel, Girls Hostel, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Transport Facility, Alumni Associations, Laboratories, Guest Room/Waiting Room, Medical/Hospital, Auditorium, Training and Placement Cell, Extra Curricular Activities",N/A
"Government Polytechnic, Panchkula","Panchkula, Haryana",Public/Govt,"Library, I.T Infrastructure, Laboratories, Sports, Cafeteria, Classrooms, Guest Room/Waiting Room",N/A
"Government Polytechnic, Pantnagar","Pantnagar, Uttarakhand",Public/Govt,"I.T Infrastructure, Library, Laboratories, Sports, Medical/Hospital, Classrooms, Training and Placement Cell",N/A
"Government Polytechnic, Paonta Sahib","Sirmour, Himachal Pradesh",Public/Govt,"Boys Hostel, Girls Hostel, Library, Sports, I.T Infrastructure, Auditorium, Transport Facility, Alumni Associations, Medical/Hospital, Laboratories, Cafeteria, Classrooms, Guest Room/Waiting Room",N/A
"Government Polytechnic, Parkal","Warangal, Telangana",Public/Govt,"Boys Hostel, Girls Hostel, Gym, Library, Sports, I.T Infrastructure, Laboratories, Medical/Hospital, Cafeteria, Auditorium",N/A
"Government Polytechnic, Parvathipuram","Vizianagaram, Andhra Pradesh",Public/Govt,"Library, Laboratories, I.T Infrastructure, Sports, Auditorium, Medical/Hospital, Parking Facility, Classrooms, Smart Classrooms, Alumni Associations, Training and Placement Cell",N/A
"Government Polytechnic, Pauri Garhwal","Pauri Garhwal, Uttarakhand",Public/Govt,"Library, Laboratories, I.T Infrastructure, Cafeteria, Guest Room/Waiting Room, Medical/Hospital, Classrooms, Alumni Associations, Training and Placement Cell, Sports",N/A
"Government Polytechnic, Peerumadara","Nainital, Uttarakhand",Public/Govt,"Library, Laboratories, Sports, I.T Infrastructure, Classrooms, Medical/Hospital, Boys Hostel, Girls Hostel, Training and Placement Cell",N/A
"Government Polytechnic, Pen","Pen, Maharashtra",Public/Govt,"Boys Hostel, Girls Hostel, Library, Laboratories, I.T Infrastructure, Alumni Associations, Auditorium, Medical/Hospital, Guest Room/Waiting Room, Cafeteria, Sports",N/A
"Government Polytechnic, Pendurthi","Visakhapatnam, Andhra Pradesh",Public/Govt,"Library, Laboratories, Sports, I.T Infrastructure, Classrooms",N/A
"Government Polytechnic, Periyapatna","Mysore, Karnataka",Public/Govt,"Library, Laboratories, I.T Infrastructure, Sports",N/A
"Government Polytechnic, Pilibhit","Pilibhit, Uttar Pradesh",Public/Govt,"Sports, Library, Laboratories, I.T Infrastructure, Cafeteria, Guest Room/Waiting Room, Alumni Associations, Girls Hostel, Medical/Hospital",N/A
"Government Polytechnic, Pillaripattu","Chittoor, Andhra Pradesh",Public/Govt,"Library, Laboratories, I.T Infrastructure, Parking Facility, Sports, Alumni Associations, Workshops, Training and Placement Cell, Classrooms",N/A
"Government Polytechnic Pipli, Uttarkashi","Uttarkashi, Uttarakhand",Public/Govt,N/A,N/A
"Government Polytechnic, Ponnur","Guntur, Andhra Pradesh",Public/Govt,"Library, Laboratories, Sports, I.T Infrastructure, Classrooms, Training and Placement Cell",N/A
"Government Polytechnic, Poonch","Poonch, Jammu and Kashmir",Public/Govt,"Library, Laboratories, I.T Infrastructure, Sports, Workshops, Training and Placement Cell",N/A
"Government Polytechnic, Porbandar","Porbandar, Gujarat",Public/Govt,"Boys Hostel, Girls Hostel, Library, Sports, I.T Infrastructure, Laboratories, Transport Facility, Alumni Associations, Workshops, Extra Curricular Activities, Training and Placement Cell, Smart Classrooms, Classrooms",4.0/5
"Government Polytechnic, Powayan","Shahjahanpur, Uttar Pradesh",Public/Govt,"I.T Infrastructure, Library, Laboratories, Sports",N/A
"Government Polytechnic, Pratapgarh","Bela Pratapgarh, Uttar Pradesh",Public/Govt,"Boys Hostel, Girls Hostel, Library, Laboratories, I.T Infrastructure, Sports, Guest Room/Waiting Room",N/A
"Government Polytechnic, Pratapnagar","Tehri Garhwal, Uttarakhand",Public/Govt,"Library, Laboratories, Sports",N/A
"Government Polytechnic, Proddatur","Proddatur, Andhra Pradesh",Public/Govt,"Boys Hostel, Girls Hostel, Library, Laboratories, Auditorium, Cafeteria, Medical/Hospital, I.T Infrastructure, Sports, Alumni Associations, Training and Placement Cell, Classrooms",N/A
"Government Polytechnic, Pune","Pune, Maharashtra",Public/Govt,"Boys Hostel, Girls Hostel, Gym, Library, I.T Infrastructure, Cafeteria, Banks/ATMs, Laboratories, Sports, Auditorium",3.8/5
"Government Polytechnic, Puranpur","Puranpur, Uttar Pradesh",Public/Govt,"Library, Laboratories, Cafeteria, Sports, I.T Infrastructure, Medical/Hospital",N/A
"Government Polytechnic, Puri","Puri, Odisha",Public/Govt,"Boys Hostel, Girls Hostel, Cafeteria, Transport Facility, Library, Laboratories, Medical/Hospital, Alumni Associations, Guest Room/Waiting Room, Auditorium, Gym, I.T Infrastructure, Sports, Convenience Store, Training and Placement Cell",N/A
"Government Polytechnic, Purnea","Purnea, Bihar",Public/Govt,"Library, Laboratories, I.T Infrastructure, Sports, Boys Hostel, Girls Hostel, Wifi, Auditorium, Cafeteria, Medical/Hospital, Guest Room/Waiting Room",5.0/5
"Government Polytechnic, Quansi","Quansi, Uttarakhand",Public/Govt,"Boys Hostel, Girls Hostel, Library, Sports, Laboratories, Cafeteria, Alumni Associations, I.T Infrastructure, Medical/Hospital, Training and Placement Cell",N/A
"Government Polytechnic, Rabakavi-Banahatti","Bagalkot, Karnataka",Public/Govt,"Library, Laboratories, I.T Infrastructure, Sports, Auditorium, Cafeteria, Medical/Hospital, Classrooms, Training and Placement Cell",N/A
"Government Polytechnic, Raghopur","Raghopur, Bihar",Public/Govt,"Library, Laboratories, I.T Infrastructure, Boys Hostel, Girls Hostel, Sports, Medical/Hospital, Wifi, Gym, Guest Room/Waiting Room, Banks/ATMs",N/A
"Government Polytechnic, Raichur","Raichur, Karnataka",Public/Govt,"Laboratories, I.T Infrastructure, Library, Sports, Medical/Hospital, Boys Hostel, Training and Placement Cell, Alumni Associations",N/A
"Government Polytechnic, Rajampeta","Kadapa, Andhra Pradesh",Public/Govt,"Laboratories, Library, Cafeteria, Medical/Hospital, Sports, Gym, Alumni Associations, I.T Infrastructure, Classrooms",N/A
"Government Polytechnic Rajgarh, Mirzapur","Rajgarh, Uttar Pradesh",Public/Govt,"Library, Laboratories, Sports, I.T Infrastructure, Auditorium, Medical/Hospital, Cafeteria, Guest Room/Waiting Room",N/A
"Government Polytechnic, Rajkot","Rajkot, Gujarat",Public/Govt,"Library, Laboratories, Auditorium, Cafeteria, I.T Infrastructure, Sports, Boys Hostel, Girls Hostel, Medical/Hospital, Workshops, Extra Curricular Activities, Training and Placement Cell, Smart Classrooms, Classrooms",N/A
"Government Polytechnic, Rajpipla","Bharuch, Gujarat",Public/Govt,"Library, Laboratories, Sports, I.T Infrastructure, Cafeteria, Medical/Hospital, Gym, Guest Room/Waiting Room, Auditorium, Workshops, Extra Curricular Activities, Training and Placement Cell, Classrooms",N/A
"Government Polytechnic, Rampachodavaram","East Godavari, Andhra Pradesh",Public/Govt,"Library, Laboratories, I.T Infrastructure, Parking Facility, Sports, Classrooms, Training and Placement Cell, Alumni Associations",N/A
"Government Polytechnic, Rampur","Rampur, Uttar Pradesh",Public/Govt,"Boys Hostel, Girls Hostel, Library, I.T Infrastructure, Laboratories, Guest Room/Waiting Room, Medical/Hospital, Training and Placement Cell",N/A
"Government Polytechnic, Ranchi","Ranchi, Jharkhand",Public/Govt,"Girls Hostel, Library, I.T Infrastructure, Laboratories, Boys Hostel, Cafeteria, Sports, Alumni Associations, Medical/Hospital",4.1/5
"Government Polytechnic, Ratnagiri","Ratnagiri, Maharashtra",Public/Govt,"Boys Hostel, Girls Hostel, Gym, Library, I.T Infrastructure, Laboratories, Sports, Cafeteria, Guest Room/Waiting Room",2.2/5
"Government Polytechnic, Rayachoti","Kadapa, Andhra Pradesh",Public/Govt,"Library, Laboratories, I.T Infrastructure, Sports, Auditorium, Cafeteria, Medical/Hospital, Training and Placement Cell, Alumni Associations, Classrooms",N/A
"Government Polytechnic, Rayadurg","Anantapur, Andhra Pradesh",Public/Govt,"Library, Laboratories, I.T Infrastructure, Medical/Hospital, Classrooms, Sports, Auditorium, Cafeteria",N/A
"Government Polytechnic, Repalle","Guntur, Andhra Pradesh",Public/Govt,"Boys Hostel, Girls Hostel, I.T Infrastructure, Sports, Laboratories, Classrooms",N/A
"Government Polytechnic, Rewa","Rewa, Madhya Pradesh",Public/Govt,"Library, Laboratories, I.T Infrastructure, Sports",4.0/5
"Government Polytechnic, Rewari","Rajpura Khalsa, Haryana",Public/Govt,"Boys Hostel, Girls Hostel, Library, I.T Infrastructure, Laboratories, Sports, Guest Room/Waiting Room, Cafeteria, Gym, Medical/Hospital, Auditorium, Classrooms",N/A
"Government Polytechnic Roorkee Baheri, Bareilly","Bareilly, Uttar Pradesh",Public/Govt,"Library, Laboratories, Sports, Medical/Hospital, Auditorium, Gym, I.T Infrastructure, Cafeteria, Guest Room/Waiting Room, Boys Hostel, Girls Hostel, Training and Placement Cell",N/A
"Government Polytechnic, Rudraprayag","Ratura, Uttarakhand",Public/Govt,"Library, Sports, I.T Infrastructure, Laboratories, Boys Hostel, Girls Hostel, Wifi",N/A
"Government Polytechnic, Saharanpur","Saharanpur, Uttar Pradesh",Public/Govt,"Library, Sports, I.T Infrastructure, Laboratories, Boys Hostel, Girls Hostel, Guest Room/Waiting Room, Cafeteria, Auditorium, Swimming Pool, Wifi",5.0/5
"Government Polytechnic, Saharsa","Saharsa, Bihar",Public/Govt,"Library, Boys Hostel, Girls Hostel, Wifi, Cafeteria, Medical/Hospital, I.T Infrastructure, Gym, Sports, Banks/ATMs, Guest Room/Waiting Room, Laboratories, Club, Training and Placement Cell",N/A
"Government Polytechnic, Sahaswan","Sahaswan, Uttar Pradesh",Public/Govt,"I.T Infrastructure, Library, Classrooms, Sports, Boys Hostel, Girls Hostel, Alumni Associations, Workshops, Training and Placement Cell, Laboratories, Cafeteria",N/A
"Government Polytechnic, Sahibganj","Sahibganj, Jharkhand",Public/Govt,"Library, Sports, I.T Infrastructure, Boys Hostel, Girls Hostel, Laboratories, Classrooms, Training and Placement Cell",N/A
"Government Polytechnic, Sahiya","Sahiya, Uttarakhand",Public/Govt,"Library, Laboratories, Sports, Alumni Associations, Medical/Hospital, Guest Room/Waiting Room, Cafeteria, I.T Infrastructure, Girls Hostel, Training and Placement Cell",N/A
"Government Polytechnic, Sakoli","Sendurwafa, Maharashtra",Public/Govt,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, I.T Infrastructure, Auditorium, Laboratories, Convenience Store, Gym, Guest Room/Waiting Room, Sports",N/A
"Government Polytechnic, Sambalpur","Rengali, Odisha",Public/Govt,"Boys Hostel, Girls Hostel, Library, I.T Infrastructure, Laboratories, Sports, Auditorium, Cafeteria, Guest Room/Waiting Room, Medical/Hospital, Training and Placement Cell",N/A
"Government Polytechnic, Sangareddy","Sangareddy, Telangana",Public/Govt,"I.T Infrastructure, Laboratories, Library",N/A
"Government Polytechnic, Sant Kabir Nagar","Sant Kabir Nagar, Uttar Pradesh",Public/Govt,"Laboratories, Library, I.T Infrastructure, Sports, Boys Hostel, Girls Hostel",N/A
"Government Polytechnic, Sardhana, Meerut","Sardhana, Uttar Pradesh",Public/Govt,"Library, Laboratories, Medical/Hospital, Auditorium, Sports",N/A
"Government Polytechnic Sarsai Rath, Hamirpur","Hamirpur, Uttar Pradesh",Public/Govt,"Boys Hostel, Girls Hostel, Library, Laboratories, Sports, I.T Infrastructure",N/A
"Government Polytechnic Satpuli, Pauri Garhwal","Satpuli, Uttarakhand",Public/Govt,"Library, I.T Infrastructure, Wifi, Laboratories, Sports, Medical/Hospital, Girls Hostel, Workshops, Training and Placement Cell, Classrooms",N/A
"Government Polytechnic, Satyavedu","Chittoor, Andhra Pradesh",Public/Govt,"Library, Laboratories, Auditorium, Cafeteria, Medical/Hospital, I.T Infrastructure, Sports, Alumni Associations, Training and Placement Cell, Classrooms",N/A
"Government Polytechnic Sedem, Tuensang","Tuensang, Nagaland",Public/Govt,"Library, I.T Infrastructure, Laboratories, Sports, Classrooms, Training and Placement Cell, Transport Facility",N/A
"Government Polytechnic Seithekema C, Dimapur","Dimapur, Nagaland",Public/Govt,"Library, I.T Infrastructure, Laboratories, Sports, Transport Facility, Boys Hostel, Girls Hostel",N/A
"Government Polytechnic, Shahabad","Shahabad, Uttar Pradesh",Public/Govt,"Girls Hostel, Boys Hostel, Library, Wifi, Sports, I.T Infrastructure, Laboratories, Cafeteria, Guest Room/Waiting Room, Medical/Hospital, Workshops, Training and Placement Cell, Alumni Associations",N/A
